Product Name,Price
日本 PxPxP A3 後庭潤滑液-120ml（清爽易潔型/高黏持久型/舒緩霜）-(UHTP-063/UPPP-269 /UPPP-271 ),NT$289
日本 超純潤滑液 Ultra Pure 萬能經典款 60ml / 360ml-WDKG-711/WDKG-255),NT$99
MEN&#39;S MANZOKU🤍 手淫昇天！乳白潤滑液(水性) ONA-HOLE TYPE 60ml/150ml(22040027)-MZAK-025,NT$89
MEN&#39;S MANZOKU 後庭盛放💜 魅惑潤滑液(水性) BACKDOOR TYPE 60ml/150ml(22040029)-MZAK-027,NT$89
MEN&#39;S MANZOKU🖤 男根滿足！黑色潤滑液(水性) 60ml/150ml(22040031)-MZAK-029,NT$89
日本 PxPxP P3大濕級濃密潤滑液-150ml/400ml (UPPP-397/UPPP-398),NT$199
ThePack FlashTECH 反光交叉胸甲,NT$899
ThePack RAW 亞麻側切鏤空三角內褲,NT$799
ThePack RAW 黑曜側切鏤空三角內褲,NT$859
ThePack ThePack 經典低腰三角內褲 / 亞麻綠,NT$799
ThePack ThePack RAW 極致誘惑・莫蘭迪紫丁字後空內褲,NT$799
ThePack 經典Signature・純黑低腰三角內褲,NT$799
ThePack FlashTECH 極黑・耀眼反光金屬胸甲,NT$999
ThePack RUSH 極黑・直紋坑條舒適四角內褲,NT$889
ThePack RUDE 極黑・霸氣提臀後空內褲,NT$739
ThePack RUDE 皇家藍・學院風提臀後空內褲,NT$739
ThePack RUSH 頂級絲滑・囊袋視覺提振三角內褲,NT$999
ThePack RAW 極致誘惑・黑曜丁字後空內褲,NT$899
加拿大 PUMP! 叢林綠影極簡三角泳褲 Tropic Water Brief,"NT$1,499"
加拿大 PUMP! 黑灰流線極簡三角泳褲 Shade Water Brief,"NT$1,499"
加拿大 PUMP! 潮汐從容極簡三角泳褲 Tide Swim Brief,"NT$1,499"
加拿大 PUMP! 夜幕低垂休閒三角泳褲 Nightfall Swim Brief,"NT$1,499"
加拿大 PUMP! 暮光餘暉休閒三角泳褲 Sundown Swim Brief,"NT$1,499"
西班牙 Addicted 棉感輕盈後空內褲 FLAME JOCKSTRAP AD2278 (海軍藍),NT$899
西班牙 Addicted 雙色拼接無縫立體三角泳褲 BICOLOR SWIM BRIEF-卡其 (ADS315),"NT$1,399"
西班牙 Addicted 終極魅力立體三角泳褲 FLASH AD SWIM BRIEF-海軍藍 (ADS342),"NT$1,699"
西班牙 Addicted 終極魅力立體三角泳褲 FLASH AD SWIM BRIEF-湖水藍 (ADS342),"NT$1,699"
【Lovetoy】純慾天花板 🖤 FETISH 高定感滿鑽黑手銬 2XE-18151157,NT$539
【純愛禁區】100%不鏽鋼・心動封印手銬 AM-18231009,NT$399
『獵影 ‧ 賽博轉珠』前高狙擊手🤹 10頻APP後庭震動按摩器 肛塞 前列腺刺激,NT$959
別弄傷他的穴✨ A-ONE YUBICON 咕溜指尖魔法帽 (6入) 指套 A1-07260237,NT$159
日本A-ONE 🌩️BIRI BIRI 電擊顫波乳夾 爽爽快樂夾 A1-18260245,NT$659
【深根直達車】8.5cm 靈魂出竅震動馬眼棒🍆,NT$359
仿真手指摳動🤞觸腺魔指．輕巧10頻振動前列腺按摩器 後庭塞 肛塞,NT$499
『搖擺頂震｜環繞入體』💃🏻搖樂肛塞 後庭塞 肛塞,NT$599
西班牙 Addicted 赤裸後空內褲 NAKED FEELING JOCKSTRAP-黃色 (AD1361),NT$859
西班牙 Addicted 赤裸三角內褲 NAKED FEELING BRIEF-藍色 (AD1358),NT$899
西班牙 Addicted 微醺印花三角泳褲 MARGARITA SWIM BRIEF ADS332,"NT$1,399"
西班牙 Addicted 網紗微透後空褲後空內褲 NET JOCKSTRAP AD2277,NT$899
西班牙 Addicted 棉感輕盈後空內褲 FLAME JOCKSTRAP AD2278 (粉色),NT$899
西班牙 Addicted 棉感輕盈後空內褲 FLAME JOCKSTRAP AD2278 (螢光黃),NT$899
西班牙 Addicted 棉感輕盈後空內褲 FLAME JOCKSTRAP AD2278 (軍綠),NT$899
西班牙 Addicted 棉感輕盈三角內褲 FLAME COTTON BASIC BRIEF AD2207 (軍綠),NT$899
加拿大 PUMP! 黑洗丹寧｜酸洗紋理三角內褲 Black Washed Brief,"NT$1,099"
加拿大 PUMP! 漂白丹寧｜對比紋理三角內褲 Bleach Brief,"NT$1,099"
加拿大 PUMP! 漂白丹寧｜對比紋理後空內褲 Bleach Jocktrap,NT$999
加拿大 PUMP! 泡泡藍丹寧丁字內褲 Bubble Blue Thong,"NT$1,069"
加拿大 PUMP! 靛藍肌理｜丹寧風丁字內褲 Indigo Blue thong,"NT$1,069"
加拿大 PUMP! 靛藍肌理｜丹寧風三角內褲 Indigo Blue brief,"NT$1,099"
加拿大 PUMP! 靛藍肌理｜丹寧風後空內褲 Indigo Blue Jockstrap,NT$999
德國 pjur BACK DOOR Serum 激情後庭高濃度舒緩精華液,NT$990
超好笑😆『波霸奶茶飛機杯🧋』今晚…喝點不一樣的 | 內建5顆珍珠讓你尻到停不下來,NT$359
MENCCINO 【日常性感】U型囊袋低腰後空內褲 完美包覆囊袋設計-黑色(30025201),NT$219
MENCCINO 【日常性感】U型囊袋低腰後空內褲 完美包覆囊袋設計-白色(30025201),NT$219
MENCCINO 【日常性感】U型囊袋低腰後空內褲 完美包覆囊袋設計-灰色(30025221),NT$219
MENCCINO 【日常性感】U型囊袋低腰三角褲 完美包覆囊袋設計-灰色(30025218),NT$229
MENCCINO 【日常性感】U型囊袋低腰三角褲 完美包覆囊袋設計-白色(30025218),NT$229
MENCCINO 【日常性感】U型囊袋低腰三角褲 完美包覆囊袋設計-黑色(30025218),NT$229
GTOPX MAN 【軍綠控🪖】性感U凸提臀三角褲 超透氣 低腰囊袋設計-軍綠色 (GT241),NT$199
GTOPX MAN 【金屬圈・鎖定視線】性感U凸提臀金屬圈丁字褲 超透氣 低腰囊袋設計-黑色 (GT519),NT$199
GTOPX MAN 【金屬圈・鎖定視線】性感U凸提臀金屬圈丁字褲 超透氣 低腰囊袋設計-白色 (GT519),NT$195
TENGA 3Dx 極上幾何杯 [ZEN禪境 /SPIRAL螺旋/FLOW流韻] (TDX-001-TW /TDX-002-TW /TDX-003-TW),NT$900
GALAKU 被吞進去的感覺👄 深淵吞噬飛機杯,NT$799
『震動打手槍』掌控模式✊手掌型自慰器 龜頭訓練 飛機杯,NT$459
瑞典LELO F2S™ 智能電動飛機杯,"NT$7,380"
瑞典LELO F1S™ V3 XL 智能電動飛機杯,"NT$8,720"
瑞典LELO F1S™ V3 智能電動飛機杯,"NT$8,720"
瑞典LELO TOR™ 3 智能 App 雙人陰莖震動環,"NT$5,580"
瑞典LELO TOR™ 2 陰莖震動環,"NT$3,580"
UEROS 多功能伸縮按摩炮機 (尊享套裝) 🆓買就送pjur超級英雄快感延時精華液 1.5ml*1+pjur激情後庭保濕水性潤滑液 2ml*2,"NT$6,990"
吉邦男子 獸人係飛機杯 🐯🐺🐻🐱🐉🦈 買就送彩虹禮包,NT$739
龍旋 AUTO🐉 比他更會吸更會舔🌪️ 7頻震動吸吮 龜頭旋轉挑逗 飛機杯 自慰器,NT$869
GALAKU 雷震環｜雙重鎖精⚡入體加溫強震 後庭震動按摩器 肛塞,NT$599
太空艙 PRO｜衝上太空般的宣洩🚀 10頻伸縮震動飛機杯 🪐 沉浸式體驗,"NT$1,199"
『鋼鐵俠🌠 黑洞狂飆行動』科技巔峰，感官全面掠奪💥 震動．伸縮．加溫 ．喉吮智能爽雞飛機杯,"NT$1,259"
西班牙 Addicted 首選 AD 經典三角內褲 ESSENTIAL AD BIKINI BRIEF AD1404 (軍綠),NT$899
西班牙 Addicted 首選 AD 經典三角內褲 ESSENTIAL AD BIKINI BRIEF AD1404 (膚色),NT$899
西班牙 Addicted 首選 AD 經典三角內褲 ESSENTIAL AD BIKINI BRIEF AD1404 (黑色),NT$899
西班牙 Addicted 首選 AD 經典三角內褲 ESSENTIAL AD BIKINI BRIEF AD1404 (白色),NT$899
西班牙 Addicted 丹寧復古三角內褲 PIQUE JEANS TRUNK AD1417 (紅色),NT$899
西班牙 Addicted 丹寧復古三角內褲 PIQUE JEANS TRUNK AD1417 (藍色),NT$899
西班牙 Addicted 丹寧復古四角內褲 PIQUE JEANS TRUNK AD1418 (紅色),NT$999
西班牙 Addicted 丹寧復古四角內褲 PIQUE JEANS TRUNK AD1418 (藍色),NT$999
西班牙 Addicted 黑魂網格「透視系」三角內褲 OPENWORK FABRIC BIKINI BRIEF AD1427,NT$899
西班牙 Addicted 孔雀藍撞色三角內褲(可當泳褲) 兩用功能 DOT DOT DOT SWIMDERWEAR BRIEF AD1428,"NT$1,099"
西班牙 Addicted 立體線條三角內褲 THICK STRIPES BRIEF AD1423 (黑色),NT$999
西班牙 Addicted 立體線條三角內褲 THICK STRIPES BRIEF AD1423 (象牙白),NT$999
『火車便當玩起來🚂』愛愛鞦韆 雙肩帶親密支撐輔助（+臀墊升級款）,NT$459
【暗夜魅光】STAY HARD 夜光持久鎖精環-(3入),NT$129
⛓️ 床角鎖定計畫（四肢束縛組）,NT$399
加拿大 PUMP! 晨間咖啡三角內褲 Espresso Classic Brief 12089,"NT$1,099"
加拿大 PUMP! 晨間咖啡後空內褲 Espresso Classic Jockstrap 15098,NT$999
加拿大 PUMP! 晨間咖啡丁字內褲 Espresso Classic Thong 17027,"NT$1,069"
[看得見的刺激，才更讓人好奇]👁️透明探索中空肛塞 (3尺寸越看越清楚🤭),NT$99
《解決包莖的困擾》 彈力包皮矯正器 ✨輕鬆找回自信與衛生 阻覆環,NT$159
『被控著才知道的抵抗感』🔒鳥籠貞操鎖 (附贈4環組),NT$499
德國 pjur superhero STRONG Spray 超級英雄活力提升強效型噴霧(小黑噴💪Pro)⚡特價$890⚡,NT$890
德國 pjur superhero Energizing Glide 超級英雄活力提升水性潤滑液 (100ml),NT$790
PLAY &amp; JOY 口交潤滑液隨身盒-水蜜桃/草莓風味 (3ml*5包/盒),NT$320
{睪丸穴穴一起震}～前列腺戰甲鎖震器「摳動款」🚀 肛塞 屌環,NT$699
愛愛三角撐撐墊｜多功能充氣三角支撐墊（扶手充氣版/加厚版）,NT$239
『一滑到底｜爽感加速』風火輪貫通訓練杯,NT$199
旋鈕式開菊🌼不鏽鋼擴張器,NT$599
Harry Boy™ TOPMAN 頂級後庭矽性潤滑液 100ml 隨身 方便攜帶 台灣GMP製 男女通用 矽性 熱銷CP,NT$490
TENGA FLIP FLEXY 彈力對開杯 (TFF-001),"NT$3,050"
SUPER TENGA 超級杯 [STORM CRASH 暴風衝擊/TORNADO BLAST 旋風爆擊/METEOR SMASH 隕石轟擊](TOC-001SPA-TW / TOC-001SPB-TW /TOC-001SPC-TW),NT$260
PLAY &amp; JOY POWERMAN 瑪卡活力膠囊 (30顆/盒),"NT$1,120"
Wonderland 經典2.0三角內褲 Classic Brief 2.0 (白),NT$880
Wonderland 經典2.0三角內褲 Classic Brief 2.0 (黑),NT$880
Wonderland 經典2.0後空內褲 Classic 2.0 Jockstraps (白),NT$780
Wonderland 經典2.0後空內褲 Classic 2.0 Jockstraps (黑),NT$780
德國 pjur MAN Lust 男性情慾提升凝膠 ( 雄辣瓶 ),NT$890
閃鑽金屬小尾巴｜G點狙擊肛塞,NT$259
雙頭誘惑 [一頭插後庭．一頭按摩］兩用震動摩棒｜前後雙享挑逗神器,NT$499
{引力場|吸吸樂} 玩爆你的奶頭💥 啵啵六頻電動吸乳神器 Pro 五件套組,NT$759
日本 PxPxP {大容量易擦拭} P3全能型水性潤滑液-150ml/400ml (216755/25040009/UHTP-164),NT$199
Ag+ EXCELLENT LOTION PLUS 溫感(水性) 150ml/360ml/600ml (216507 / 216511 /216649),NT$299
Ag+ EXCELLENT LOTION PLUS 卓越免洗(水性)150ml/360ml/600ml (216506 / 216510 / 216648),NT$199
Ag+ EXCELLENT LOTION PLUS 濃厚抗菌潤滑液(水性) 150ml/360ml/600ml/2000ml (216505 / 216509 / 216647),NT$199
FANZA CUP 日本直送🇯🇵溫柔系初體驗 柔軟飛機杯 (FCOG-003),NT$279
沉默指令・只有像主人肉棒的條狀物，能堵住我的嘴 🔇🖤,NT$239
夜控小尾巴肛塞 🔮✨ 越暗的地方我越亮，色飛蛾快來撲滅慾火🔥,NT$399
Pepee Aero Musk 潤潤霧輕盈麝香潤滑液 (21100018)-WDKG-780,NT$269
龜頭園・綠綠潤 🍵💧弱酸性綠茶風味水性潤滑液500ML（MERC-207）,NT$299
超純小奶潤 🤍 乳白滋潤型潤滑液 60ml/150ml/360ml(WDKG-862/WDKG-861/WDKG-863),NT$99
加拿大 PUMP! 都市灰潮丁字內褲 Gray Classic Thong 17025,"NT$1,069"
🛥️海戰菁英兵｜迷彩矽膠屌環【頸部繞環姿勢預備，開始！】(4/4.4/5cm) 陰莖環 鎖精環 陰囊環,NT$169
哎唷！戳到重點囉～前列腺伸縮服務中...後庭按摩器 前列腺刺激 肛塞,NT$789
🐾乖，快來主人這🔔聽話狗奴讓主人知道你在哪 鈴鐺項圈,NT$129
🔁伸縮抽插．震顫蠕動🔥加溫暖呼呼遙控擬真假屌 雙攻最強肉棒,NT$999
爆筋三兄弟『坐好選擇．一起上』仿真吸盤假屌 假陽具,NT$329
一鍵起飛 | 視感駕駛 ✈️智控伸縮飛機杯 {那好爽來回抽插的瞬間} 含手機支架,"NT$1,099"
TENGA FLIP 360 [MIDNIGHT PURPLE/午夜紫] (TFT-001-TW),"NT$3,300"
TENGA FLIP 360 [AURORA GREEN/極光綠] (TFT-002-TW),"NT$3,300"
SUCK IT &amp; LEVEL🆙反覆吸洩好大支☝ 電動真空吸引助勃訓練器,NT$759
Kowloon City Boy BALLGAME 2.0 系列 後空內褲-三件組,"NT$2,399"
Kowloon City Boy BALLGAME 2.0 系列 三角內褲-三件組,"NT$2,399"
Kowloon City Boy BALLGAME 2.0 系列 四角內褲-三件組,"NT$2,399"
Kowloon City Boy BALLGAME 2.0 LIFTER 黑魂硬舉長襪,NT$469
Kowloon City Boy KLCB 經典長襪-白色,NT$469
Kowloon City Boy BALLGAME 2.0 系列 後空內褲-白色,NT$899
Kowloon City Boy BALLGAME 2.0 系列 後空內褲-黑色,NT$899
Kowloon City Boy BALLGAME 2.0 系列 後空內褲-紅色,NT$899
Kowloon City Boy BALLGAME 2.0 系列 三角內褲-白色,NT$899
Kowloon City Boy BALLGAME 2.0 系列 三角內褲-黑色,NT$899
Kowloon City Boy BALLGAME 2.0 系列 三角內褲-紅色,NT$899
Kowloon City Boy BALLGAME 2.0 系列 四角內褲-白色,NT$899
Kowloon City Boy BALLGAME 2.0 系列 四角內褲-黑色,NT$899
Kowloon City Boy BALLGAME 2.0 系列 四角內褲-紅色,NT$899
Wonderland BreezeBold 日本專利網眼四角褲 (黑),"NT$1,080"
Wonderland BreezeBold 日本專利網眼四角褲 (白),"NT$1,080"
Wonderland BreezeBold 日本專利網眼三角褲 (黑),NT$980
Wonderland BreezeBold 日本專利網眼三角褲 (白),NT$980
Wonderland 《限量款》BreezeBold 螢光桃紅網眼三角褲,NT$980
X都在瘋這個🤭 Samurai 武士腰帶飛機杯⚔️【讓它幫你打出來】震動搖擺 免手持穿戴式自動自慰器,"NT$1,399"
LETEN 雷霆 時空艙🛸『一鍵爆發 | 600次旋轉/分』7頻旋轉5檔速度高速旋轉飛機杯,"NT$1,399"
GALAKU [尿道高潮] FOR-HIM 20段變頻馬眼訓練棒,NT$369
《讓你爆爽的前列腺剋星》 雙環鎖精💫伸縮拉珠 前列腺震動按摩 肛塞,NT$839
{感受節奏➡️推進去，流出來} 伸縮震動前列腺按摩肛塞,NT$799
幻影 Phantom🌪️急速真伸縮．電動伸縮活塞飛機杯,NT$859
Silver Twist銀鑽螺旋．鑽石銀後庭探索肛塞(兩尺寸),NT$189
LIP LOCK 禁聲之吻．矽膠唇型口塞,NT$159
叮咚💚你的餐點已送達 肌霸外送員的黝黑溫熱下體🔥【7KG飽滿帶勁】加溫假屌 自慰套 男根,"NT$2,799"
美國 OXBALLS【扎實緊圈】Rimz 鎖精環 (黑色/透明) OX-3204,NT$259
美國 OXBALLS【經典百搭】Spinner 鎖精環 (多色) OX-3202,NT$139
美國 OXBALLS【蛋蛋拉伸鎖精組】Ultracore 鎖精環 (藍+黑) OX-3069,"NT$1,099"
美國 OXBALLS【霧黑橡膠版】RINGER NIGHT EDITION 三件組 鎖精環 (黑色) OX-1324,NT$469
美國 OXBALLS【紮實有感】Rimzringz 三件組 鎖精環 (Cool Blues/Shockwave) OX-3206,NT$589
美國 OXBALLS【氣孔設計】AIR 鎖精環 (透明) OXS-3025,NT$599
美國 OXBALLS【怎麼轉都合身】Tri-Squeeze 鎖精環 (黑色) OXS-3024,NT$659
美國 OXBALLS【完整包覆】Cocksling Fit 鎖精環 (黑/透明) OX-3209,NT$629
美國 OXBALLS【Q彈鎖蛋】Squeeze Short 鎖精環 (黑/透明) OX-3208,NT$599
美國 OXBALLS【高舒適感】PLUSHY 鎖精環 (黑/藍) OX-3207,NT$339
美國 OXBALLS【超耐用】OXR-1 RING鎖精環 (多色) OX-3030,NT$129
【感官設計愉悅品牌】ak S2 Pro-AI智能電動飛機杯,"NT$3,790"
{冰火二重天．金屬至霸 } LUV PLUG 龜形金屬肛塞,NT$259
{ 仿真柔彈．輕鬆入後庭 } 第一次慢慢來 肛塞(中號),NT$189
[清乾淨，用更久] 自慰器清洗刷,NT$89
GALAKU F1飆速快感🏎️ 久戰型智能龜頭訓練器 自慰器,NT$659
GALAKU｛勇猛脫敏．越撐越久｝🐙八爪龜頭訓練器 自慰器,NT$599
{ 愛潮．液晶 } 失控震潮－片場專用按摩棒-MZ-12240273,NT$459
AmourPulse 又震又電爽翻天按摩棒-CJ-12250443,NT$699
德國 pjur AQUA 頂級水性潤滑液 (100ml),NT$590
MENCCINO 【輕感運動】ModeFit 50 經典低腰三角內褲 完美包覆囊袋設計-白色(30025236),NT$229
{夠深、震得狠} 極樂拉珠．10頻三馬達後庭震潮棒 前列腺刺激,NT$699
EasyLive．NO2 SE 驚喜盲盒飛機杯（負壓夾吸．真實肉感）,NT$259
【射莖💦一壓就有內射的感覺】吸盤噴水假陽具 逼真筋絡皺摺紋/按壓蛋蛋噴射 後庭清洗 洗穴器 (中號),NT$699
真莖 Pro《7頻伸縮搖擺 強勁震顫》加溫假陽具,NT$799
漫窩杯．氣壓吸夾 螺紋軟Q通道 自慰訓練飛機杯【灰色後庭款】,NT$269
HYPER 胞外體金盞花情緒潤滑液-神秘花外香,NT$179
HYPER 胞外體益生元情緒潤滑液-真愛薰衣草,NT$179
HYPER 胞外體激情熱感情緒潤滑液-熱情玫瑰,NT$179
{伸縮衝撞不停歇} RETRACTBLE 10段變頻前列腺按摩器 肛塞 前列腺刺激 遙控款,NT$799
德國 pjur 30週年限量潤滑禮盒組 (矽性潤滑液100ml+水性潤滑液30ml),NT$890
德國 pjur BACK DOOR Value Pack 激情後庭超值組 (矽性潤滑液100ml+舒緩噴霧20ml),"NT$1,490"
日本進口 {大迴轉黑旋風！G點攪拌機} 360度迴轉激震G點按摩棒,NT$999
MENCCINO 【輕感運動】ModeFit 50 經典低腰四角內褲 完美包覆囊袋設計-白色(40025237),NT$229
MENCCINO 【輕感運動】ModeFit 50 經典低腰四角內褲 完美包覆囊袋設計-深麻灰(40025237),NT$229
MENCCINO 【輕感運動】ModeFit 50 經典低腰三角內褲 完美包覆囊袋設計-麻灰色(30025236),NT$229
MENCCINO 【柔軟曲線派】莫代爾螺紋男士三角內褲 完美包覆囊袋設計-碳黑色(30025222),NT$229
MENCCINO 【柔軟曲線派】莫代爾螺紋男士三角內褲 完美包覆囊袋設計-墨綠色(30025222),NT$229
MENCCINO 【柔軟曲線派】莫代爾螺紋男士三角內褲 完美包覆囊袋設計-青瓷色(30025222),NT$229
GTOPX MAN 【輕裸線・空感剪裁】性感U凸提臀情趣挖空三角褲 超透氣 低腰囊袋設計-黑色 (GT515),NT$199
GTOPX MAN 【輕裸線・空感剪裁】性感U凸提臀情趣挖空三角褲 超透氣 低腰囊袋設計-白色 (GT515),NT$199
GTOPX MAN 【冰絲透視・霜感透紗】性感U凸提臀情趣男款三角內褲 超透氣 低腰囊袋設計-黑色 (GT517),NT$199
GTOPX MAN 【冰絲透視・霜感透紗】性感U凸提臀情趣男款三角內褲 超透氣 低腰囊袋設計-白色 (GT517),NT$199
GTOPX MAN 【V線提臀丁 • 解放曲線】性感U凸提臀情趣男款後空內褲 超透氣 低腰囊袋設計-灰色 (GT003),NT$185
GTOPX MAN 【V線提臀丁 • 解放曲線】性感U凸提臀情趣男款後空內褲 超透氣 低腰囊袋設計-白色 (GT003),NT$189
加拿大 PUMP! 競技張力運動後空內褲 Torque Jockstrap(15095),NT$999
加拿大 PUMP! 實戰支撐運動後空內褲 Drill Jockstrap(15092),NT$999
加拿大 PUMP! 初試生力運動後空內褲 Freshman Jockstrap(15094),NT$999
加拿大 PUMP! 火力點燃運動後空內褲 Ignite Jockstrap(15093),NT$999
快感加倍 | 冰沁薄荷超潤型水性潤滑液150ml/360ml (25080047/25080048),NT$169
謎姬 月下暖梅USB加溫小寶劍 自衛杯加溫棒(21080047),NT$69
A-one 9頻終極絕頂波動電動屌環(25080068),NT$839
Magic Eyes 海馬&#215;冬蟲夏草 持續力乳霜10g(25050016/NPG-06260323),NT$619
Prime 後庭快感專用乳霜 30ml(25050015),NT$469
德國 ARCWAVE Pow 吸力緊實自慰器 (黑色) 飛機杯,"NT$2,790"
德國 ARCWAVE Voy 緊實快感自慰器 飛機杯,"NT$3,490"
德國 ARCWAVE Zing勁 開合握感按摩器 飛機杯,"NT$4,990"
德國 ARCWAVE Ion 2 氣流式震動自慰器 飛機杯,"NT$6,390"
MONSTER HUB 怪獸集合🌀創新AI智能《絢風杯》⚪暴風白,"NT$3,290"
MONSTER HUB 怪獸集合🌀創新AI智能《絢風杯》🟠活力橙,"NT$3,290"
MONSTER HUB 怪獸集合🌀創新AI智能《絢風杯》⚪賽博炫銀,"NT$3,590"
MONSTER HUB 怪獸集合🌀創新AI智能《絢風杯》🟢量子迷彩,"NT$3,590"
超新星任務👨‍🚀太空艙2.0伸縮旋轉快感飛機杯,NT$799
JEUSN &quot;快感升級|10頻強震&quot;久興 零高 後庭按摩 加溫強震版 自慰器,NT$899
JEUSN &quot;可調水速 | 髒水不回流&quot; 零高後庭清洗器 可接花灑 洗穴,NT$99
德國 pjur ORIGINAL 原創超長效矽性潤滑液 (100ml),NT$890
德國 pjur MAN STEEL Gel 鋼鐵英雄男性活力保養凝膠 (50ml),NT$790
德國 pjur superhero DELAY Serum 超級英雄快感延時精華液⚡特價$790⚡ (20ml),NT$790
德國 pjur analyse me! Relaxing 舒適後庭超長效矽性潤滑液 (100ml),NT$990
德國 pjur analyse me! Moisturising 舒適後庭保濕水性潤滑液 (100ml),NT$790
德國 pjur BACK DOOR Relaxing 激情後庭超長效矽性潤滑液 (100ml),NT$990
德國 pjur BACK DOOR Moisturising 激情後庭保濕水性潤滑液 (100ml),NT$790
德國 pjur BACK DOOR Spray 激情後庭高濃度舒緩噴霧 (20ml),NT$790
德國 pjur superhero 30 週年超級英雄禮盒組⚡特價$990⚡ ( Ultimate活力提升極致噴霧20ml+ORIGINAL矽性30ml),NT$990
MENCCINO 【威武線條】完美聚焦男士後空三角後空內褲 完美包覆囊袋設計-白茶色(30024209),NT$205
Honey Time【來自全球第一大廠】保險套 橘球_003超薄型/12入,NT$289
GALAKU TRAILII 壞壞飛機杯｜從嫩到狠，想要什麼的款式自己選擇 自慰器,NT$279
lovetoy【三種香味三種心情】Hush Babe 三入組熔香按摩蠟燭組 (LV765031),NT$599
lovetoy【臣服遊戲 | 可拆嘴罩】從「我就是狗王」到「我乖乖被馴服」 裂痕狼王面具 (LV766010),"NT$1,199"
lovetoy【臣服遊戲 | 可拆嘴罩】壞萌獵犬面具 (LV766003),"NT$1,099"
lovetoy【壓力自由控 | 玩到最對位🐍】Pinnacle Pro 壞壞持久鎖精圈 鎖精環 屌環(LV443031),NT$299
Harry Boy™ 裸感白潮 | 極致仿精矽性潤滑液 200ml 隨身 方便攜帶 台灣GMP製 男女通用 矽性/水矽混合 熱銷CP,NT$359
加拿大 PUMP! 酷幻象數三角內褲 Glitch Brief 12083,NT$999
加拿大 PUMP! 彩虹光譜丁字內褲 Spectrum Thong 17024,NT$999
加拿大 PUMP! 彩虹光譜三角內褲 Spectrum Brief 12084,NT$999
加拿大 PUMP! 都市灰潮後空內褲 Gray Classic Jockstrap 15090,NT$999
加拿大 PUMP! 都市灰潮三角內褲 Gray Classic Brief 12085,"NT$1,099"
GX3 Teardrop Bikini 職人款釦環後空內褲 + 手臂環組-黑色(K2408),NT$759
GX3 Teardrop Bikini 職人款釦環後空內褲 + 手臂環組-白色(K2408),NT$759
GX3 Jock Bikini 極肌透感後空內褲-海軍藍(K2445),NT$799
GX3 Jock Bikini 極肌透感後空內褲-綠色(K2445),NT$799
GX3 GLOSS NEON鏡光霓虹胸甲(K2207),NT$999
GX3 PROFESSION HARNESS 螢光派對胸甲(K2409),NT$999
GX3 PRIME SKIN NAVY HIPHANG 屁屁蛋三角內褲 2條裝(K2456),"NT$1,099"
GX3 PRIME SKIN 輕盈透氣四角內褲 2條裝(K2440),"NT$1,099"
GX3 PRIME SKIN BLACK HIPHANG 屁屁蛋三角內褲 2條裝(K2444),"NT$1,099"
GX3 PRIME SKIN 輕盈透氣三角內褲 2條裝(K2441),"NT$1,099"
美國 Swiss Navy 水矽混合潤滑液 (8oz) Premium Hybrid Lubricant (SNHYB),"NT$1,099"
