Product Name,Price
Intt DEEP THROAT 深喉口愛舒緩噴霧 12ml,NT$739
萱姿蘭 Xun Z Lan 長效爽滑潤滑液 50ml (冰感/熱感/快感),NT$149
勞樂斯 姬拉 雙20頻震動 隱形穿戴蜜豆激潮雙點按摩器,NT$240
mini迷你震動棒,NT$330
PRETTY LOVE 納達爾 12頻鼓震動隱形穿戴按摩器,NT$640
狂飆MAX四代 全自動9X伸縮吮吸加溫電動飛機杯,"NT$1,799 NT$1,988"
LILO 魔手 4D觸爪柔情撩震自慰訓練器 飛機杯,NT$269 NT$350
鄰家貓娘 擬真外陰肉粒內壁摩擦彈軟自慰器,NT$399
TWINKLE 悅動 雙頭逼真陰口舌鍛鍊榨精飛機杯,NT$690 NT$780
PRETTY LOVE 布蘭蒂 30頻調控多功能G點震動按摩棒,NT$358 NT$420
PRETTY LOVE Bishop 主教 30段變頻強震嗨攻G點魔力按摩棒,NT$298 NT$350
WAVE-TIDE 浪潮 內外刺激入體跳蛋 (無線遙控),NT$440
Jellyfish 水母 伸縮震動跳蛋 (無線遙控),NT$770
JIUAI 星空戰艦 智能全自動伸縮抽插加溫語音電動飛機杯,"NT$1,280 NT$1,400"
JIUAI 擼莖杯 顆粒螺紋蜜道包覆水晶飛機杯 6款,NT$249
老虎凳刑椅,"NT$4,999"
情趣龍門刑架,"NT$3,999"
SM 束縛性愛凳,"NT$3,900"
椅愛寶貝 紅色按壓充氣性愛忱彈力愛愛椅 附仿真陽具(M/L),"NT$1,980 ~ NT$1,999"
椅愛寶貝 黑色按壓充氣性愛忱彈力愛愛椅 附仿真陽具(M/L),"NT$1,980 ~ NT$1,999"
Trojan 性愛木馬,"NT$1,100"
SM 情趣X型皮革面罩,NT$99 NT$150
玫瑰金滑扣陰乳夾 流蘇吊墜乳夾,NT$119
JIUAI 探索套裝 SM 手腳腿脖束縛帶,"NT$1,199"
注射型清洗器 加大加長進階款 100公分長軟管 (250ml/300ml),NT$279 ~ NT$299
Silica Gel 陰肛兩用矽膠沖洗器,NT$399 NT$450
PRETTY LOVE Mr.Play 軟頭大容量私處後庭灌洗器,NT$259 NT$330
拉環不銹鋼金屬馬眼尿道刺激擴張入侵 巔峰棒,NT$298
拉環不銹鋼馬眼金屬尿道刺激擴張入侵 行雲棒,NT$298
ROSELEX 謎巢 覓蕾 G點馬眼尿道刺激超迷你子彈震動器,NT$299
PRETTY LOVE 10段變頻軟親膚矽膠肛塞,NT$680
PRETTY LOVE Cayla 12頻雙點震動前列腺按摩器,NT$680
日本Magic eyes i-KASS 壓迫擴張前列腺後庭按摩器 C款,NT$659
日本Prime 直列6龜頭 連續樂凹凸快感矽膠拉珠環棒,NT$620
黑金肛 Q彈韌感彈頭造型後庭肛塞,NT$229 ~ NT$369
Sailor水手錨式穿戴後庭精靈肛塞 3件組,NT$329
PAGODA 後庭寶塔 5連珠遞進刺激吸盤肛塞,NT$199 ~ NT$399
日本NPG 愛貓手 8頻觸擊振動刺激指套按摩器,NT$888
日本Magic eyes 手淫劍 清SEI 透明感彈力仿真吸盤陽具,"NT$899 NT$1,000"
日本Magic eyes 手淫劍 澄CHOU 透明感彈力仿真吸盤陽具,"NT$939 NT$1,100"
日本NPG MYSTICK 12X12W型馬達雙震頻快感異刺激迷之棒,"NT$1,500"
ROSELEX 章魚咪咪爪 雙乳按摩挑逗乳頭夾,NT$425
Love 一心糕潮 5速舌撩10頻震動強勁舌舔撩擺強震吸吮按摩器,NT$699
MEATY 有愛星 7X10伸縮震動內外衝擊棒 加套版,NT$850
PRETTY LOVE Shey 隱形穿戴式按摩器(APP遙控),"NT$1,050"
PRETTY LOVE Aari 隱形穿戴式按摩器 (APP遙控),"NT$1,050"
PRETTY LOVE Gigi 7X7雙點鼓動拍擊舌擺撥動 多功能按摩棒,"NT$1,190"
PRETTY LOVE Ridgely 四合一內外激爽多功能按摩棒,"NT$1,380"
PRETTY LOVE Matt 12頻無骨可彎設計雙震動觸點G點按摩棒,"NT$1,099"
日本Magic eyes SoftyPink 10振動超輕量AV棒,"NT$910 NT$1,000"
威龍神器 11吋逼真Q質吸盤陽具 28cm,NT$699
西方屌系列 百戰騎兵 11.3吋強力吸盤逼真陽具 29cm,NT$599
台風系列 東方巨砲 仿真粗大之巨根 (直徑7cm/長23cm),"NT$1,080"
英雄本色 大凹凸莖體粗曠之長根 (41cm),NT$599
PRETTY LOVE 卡貝爾 雙層仿真膚質吸盤陽具(8.3吋),NT$358
帝王之軀 無線遙控智能加溫肉感逼真吸盤陽具,"NT$1,110"
日本Magic eyes 高彈伸縮水晶自慰器 橫紋/螺旋/顆粒,NT$289 NT$350
日本NPG 淫亂保健室 螺旋褶皺二重構造自慰器,NT$780
日本NPG 僕専用性奴奉仕 縱筋壓迫感二重構造自慰器,NT$780
日本NPG 客室乘務員 欲情痴態秘部二重構造自慰器,NT$780
日本MOTLAB 赤點娘強性指導 家庭教師螺旋橫通道自慰器,NT$829 NT$970
日本MOTLAB 思春期娘大人 密集連續橫紋強刺激狹穴仕樣自慰器,NT$849 NT$980
日本Magic eyes 真實之口 臼齒舌再現咽頭輪肉感自慰器,"NT$2,099 NT$2,180"
日本MOTLAB 性感女齒醫者 口肛2穴插入直後快感自慰器,NT$350 NT$389
日本NPG AV女優迷你非貫通自慰名器 橘瑪麗,NT$320
日本NPG AV女優迷你非貫通自慰名器 新井里真,NT$320
日本MOTLAB 極上肉彈 接待秘書 陰口2穴糾結皺褶粒疣自慰器,NT$350 NT$389
日本MOTLAB 人氣啦啦隊 陰肛2穴多段締摩擦構造自慰器,NT$350 NT$389
日本MOTLAB 捲捏夾 無限大快感手持自慰墊(顆粒型/褶皺型),NT$410
日本LOVE FACTOR 巫女 第二彈 回轉階段狀溝追擊雙層潮紅自慰器,"NT$1,999 NT$2,150"
日本RIDE JAPAN COOL 8本縱細緻螺旋褶皺肉厚名器,"NT$1,150 NT$1,265"
日本NPG 激震SUPER 10頻震溫感赤唇口愛鍛鍊自慰杯,"NT$999 NT$1,099"
日本NPG 即潮 狹窄入口二重蓋飛行機自慰杯,NT$739 NT$899
鄰家小妹 智能互動語音震動美麗曲線自慰器 1600g,"NT$1,190"
柳腰翹臀 擬真皮紋肉厚緊實雙穴自慰屁股 3400g,"NT$1,790"
柳腰翹臀 智能款互動語音震動擬真自慰器 3400g,"NT$1,990"
小奈緒美 三交一體帶骨架可彎美體愛娃自慰器 3.5Kg,"NT$1,690"
大奈緒美 三交一體帶骨架可彎美體愛娃自慰器 8.8Kg,"NT$3,799"
UNIMAT 大黃蜂 全自動智能加溫可視窗口飛機杯,"NT$1,290 NT$1,419"
YEAIN 太空魔舌 可分體同爽顆粒腔道智能自慰杯,"NT$1,799 NT$1,988"
取悅 緊繃久戰環螺紋透黑3環鎖精套件組,NT$119
取悅 男根鎖緊情趣久戰環4件套裝組 (3款),NT$149
8入珠不銹鋼龜頭冠狀溝加強加粗環,NT$289
PRETTY LOVE Blackney 布萊克尼 男女同樂助性7段強震拉珠套環,NT$569
PRETTY LOVE 熱情雙耳兔 震動鎖精刺激陰蒂雙套環,NT$369
PRETTY LOVE 魔套 三重設計激凸加粗男女強震鎖精環,NT$498
PRETTY LOVE 雷明頓 10頻震動鍛鍊雙環鎖精套環,NT$439
學生角色扮演 蝴蝶結遮胸後背鏤空交織繫帶兩件組 暗釦可開襠,NT$409 NT$429
女警角色扮演 前開襟綁帶短上衣皺摺短裙四件式套裝,NT$410 NT$490
千島名器 稚嫩陰唇環繞無次元腔道自慰器,NT$399
法式輕奢 鋼圈聚胸束身馬甲睡裙四件式套裝,NT$475 NT$549
甜心小萌兔 兔女郎扮演冰花絨蕾絲開襠五件式套裝,NT$425 NT$490
心動聖誕 少女氣息可愛毛毛球絲絨三件組,NT$399 NT$439
溫柔聖誕 滾邊拼接曲線誘惑兔女郎開襠連身衣二件組,NT$388 NT$429
聖誕情遇 細帶交叉玉背珍珠腰鍊高衩裙五件式套裝,NT$455 NT$500
聖誕萌萌鹿 挖空開岔毛毛裙擺絲絨五件式套裝,NT$475 NT$529
聖誕邀約 蕾絲荷葉邊蝴蝶結掛脖裙四件式套裝,NT$388 NT$429
不眠聖誕 俏皮麋鹿髮箍毛絨拼接紗裙分體七件式套裝,NT$485 NT$539
聖誕狂歡 修身開岔綁帶吊墜裙擺四件式套裝,NT$349 NT$420
聖誕派對 露乳搔弄羽毛中國風肚兜五件式套裝,NT$330 NT$470
純愛校花 學生角色扮演翻領蝴蝶結百褶裙四件式套裝,NT$400 NT$520
戀愛禁果 水手領蝴蝶結後綁帶波浪裙四件式學生風套裝,NT$427 NT$570
覓愛小偵探 英倫披肩吊頸連身裙三件組,NT$530 NT$690
妙吸飛機杯 全方位智能5D軟Q顆粒蜜道自慰鍛鍊杯,"NT$1,099 NT$1,290"
Bear 爾熊小AV震動棒,NT$275 NT$350
萌潮鴨 吸吮刺激+入體震陰按摩器 組合,NT$690 NT$780
寶寶鴨 愉悅潮玩吸吮刺激按摩器,NT$290 NT$350
Satisfyer Pro 4 Couples 吸吮G點雙人共震器,"NT$2,500"
Satisfyer Riffle 愉悅蛋 一次性自慰器,NT$250 ~ NT$700
Satisfyer Embrace me 兔耳雙馬達按摩棒,"NT$2,500"
Satisfyer Marvelous Four 超級驚奇吸吮按摩4件套組 (玫瑰金環),"NT$4,300"
Satisfyer Ring Stroker 環形陰莖按摩器,"NT$1,800"
ROMP Pop 陰蒂震動器 點潮筆,"NT$1,790"
ROMP Reverb 吸吮震動器,"NT$2,490"
ROMP Juke 陰莖環震動器,"NT$1,290"
ROMP Flip 多功能按摩棒 AV棒,"NT$1,690"
ROMP Jazz GC點按摩棒,"NT$1,890"
pjur med CLEAN spray 私密潔淨噴霧,NT$590
We-Vibe Ditto+ 藍牙後庭震動器,"NT$4,890"
We-Vibe Sync Lite 藍牙雙人共震器,"NT$3,490"
Womanizer Wave 創新按摩蓮蓬頭,"NT$4,590"
Howey 玻尿酸顆粒型指險套 (24入),NT$399
日本Kiss-me-love 指愛達人 G-7 金屬鋼珠內壁快感指險套 (6入),NT$399
日本Kiss-me-love 指愛達人 G-5 觸鬚撩撥摩擦挑逗指險套 (6入),NT$359
日本 Kiss-me-love 指愛達人 G-3 摳G多顆粒刺激指險套 (6入),NT$359
Smile史邁爾 飆馬型保險套 12入(含麻醉劑),NT$149
樂趣 大丈夫 加大尺寸保險套 12入 (56mm),NT$249
樂趣 大丈夫 超凸狼牙型顆粒保險套 12入,NT$249
樂趣 大丈夫 粗顆粒保險套 12入,NT$249
樂趣 光滑加大型保險套 12入(56mm),NT$249
樂趣 超薄六色保險套 12入,NT$159
樂趣 超薄型保險套 12入,NT$159
樂趣 螺紋型保險套 12入,NT$159
樂趣 顆粒型保險套 12入,NT$159
日本NPG 橘瑪麗 愛液潤滑液 80ml,NT$115 NT$164
日本NPG 小宵虎南 愛液潤滑液 80ml,NT$115 NT$164
德國 Eros 2in1 長效順滑薄荷冰感矽性潤滑液 100ml,NT$999
日本PEPEE SP Backdoor 黏度潤滑持續性 後庭大容量潤滑液 1000ml,NT$770
日本NPG 超盛絕頂發情 高粘度濃白濁潤滑液 600ml,NT$510
日本Magic eyes 性活香る淫の気C9 水溶性潤滑液 600ml,NT$510
JO彎曲2號 二合一鎖精環+尿道馬眼刺激器 金屬阻尿器,NT$259
JO彎曲1號 二合一鎖精環+尿道馬眼刺激器 金屬阻尿器,NT$259
金屬馬眼尿道刺激擴張入侵 11接連珠 (6mm/8mm),NT$169
取悅 PROSTATE 前列腺按摩器 (S/M/L),NT$175
不銹鋼金屬馬眼抽插自慰尿堵實心棒 (4~10mm),NT$129 ~ NT$229
強攻號角 超高仿真矽膠陽具穿戴褲 (無線遙控),"NT$1,280"
Orgie All-Nature 自然瑩潤 敏感肌膚專用水溶人體潤滑液 草莓味 150ml,NT$620 NT$799
雙管齊下 中空仿真陽具穿戴褲,NT$680 NT$799
取悅 解放後庭 重型吸盤肛塞 L號,NT$289
取悅 纖纖欲指 內外雙刺激震動潮吹手指套,NT$259
真男人 震動阻復延時助性鎖精套 (狼牙加強款),NT$168
PRETTY LOVE 兔寶寶 延時鎖精刺激陰蒂震動套環,NT$398
Him＆Her 人妻美尻 3D蜜穴之純臀自慰器(820g),NT$680
YEAIN 波比 震顫全包吸舔乳房按摩器 (充電款),NT$798
Womanizer Liberty 2 吸吮愉悅器 渡邊直美特別限定版,"NT$3,990"
予痕Seki 櫻落尺 檀木螺鈿鑲櫻花戒尺,"NT$2,590"
予痕Seki 餘妙尺 檀木虎鈴戒尺,"NT$2,190"
JIUAI 枕邊玩物 小北鼻 內外刺激雙馬達凸核顆粒加溫按摩棒,NT$399
Sexual 妖狐小紅娘 老二吃雞杯,NT$229
UPKO 指尖遊戲 旋鈕式拇指銬,NT$990
UPKO 蝴蝶結 駟馬縛便攜束縛套組,"NT$2,390"
UPKO 蝴蝶結床綁帶套裝,"NT$2,590"
UPKO 提線木偶 真皮項圈牽拉乳夾/真皮腰帶分穴器,"NT$2,790 ~ NT$3,390"
赫茲少女 101Touch 掌潮蛋,"NT$1,490"
SISTALK 怪獸集合絢風杯 賽博炫銀,"NT$3,590"
SISTALK 怪獸集合絢風杯 量子迷彩,"NT$3,590"
一心教你重拾性心：執業性學專家鄭義鑫 為你解答性問題、性治療、充實性知識的性福教戰手冊,NT$380
Womanizer Vibe 快感稜線無聲震動器,"NT$4,890"
粉色毛絨耳朵+尾巴肛塞,NT$358
羅馬柱 SM低溫蠟燭,NT$159
SM束縛遊戲 綑綁靜電膠帶 16m,NT$149
Hacker 性愛家具 多功能彎彎月牙枕,NT$499
Hacker 性愛家具 多體位功能性愛枕,NT$499
粉白貓爪低溫蠟燭,NT$69
派蒂菈 Skylar 斯凱拉 10頻X9速震動G點高潮棒,"NT$1,190"
彩虹金色十字扣 卡扣設計 通用連接各類環扣,NT$119
性愛遊戲 12面性愛姿勢動作夜光骰子,NT$50
日本Prime 彩繪樂 易清洗情趣羞恥塗鴉筆,NT$119
情趣防水床單 按摩潤滑濕身野戰通用床墊 220*130cm (粉/紅),NT$149
ROSELEX 牡丹花 SM調情低溫蠟燭 紅,NT$199
SM 性愛遊戲 調情羽毛拍,NT$159
簡易型 情趣金屬圓環口枷,NT$98
SM 金屬環強制張口口枷 嘴巴束縛調教,NT$79
SM 激性調戲 舒適硅膠狗骨頭口塞棒 紅色,NT$239
格紋蝴蝶結 貓爪鈴鐺 肛塞/乳夾,NT$199 ~ NT$389
白色毛絨耳朵+尾巴肛塞,NT$358
小小狐狸精尾巴肛塞,NT$189 ~ NT$199
白色人造毛尾巴+不銹鋼金屬後庭肛塞,NT$199
狐狸尾巴不銹鋼後庭肛塞,NT$459
閨房性寵 羽毛不銹鋼後庭肛塞,NT$179
SM 專用 束縛帶組 紅色 (共七條),NT$249
陰乳の調戲 掛勾吊墜滑扣陰乳夾 一對,NT$129
陰乳の調戲 鈴鐺滑扣陰 乳夾 一對,NT$99 ~ NT$119
剝奪視覺 舒適立體海棉遮光眼罩,NT$99
矇眼調情 零壓感仿真絲柔滑眼罩,NT$129
乳の虐戀 蝴蝶結鈴鐺乳夾 一對裝,NT$168
乳の虐戀 金屬鏈強力蝴蝶乳夾 一對裝,NT$168
日本 TIARA Pro EX 高黏度柔和滋潤保濕潤滑液 600ml,NT$450
次綠康 情趣用品專用清潔除菌液,NT$89 ~ NT$249
日本NPG 滑溜溜名湯之旅 雲仙の湯 長崎 溫泉泡湯濃縮粉,NT$249 NT$279
日本NPG 滑溜溜名湯之旅 秩父の湯 琦玉 溫泉泡湯濃縮粉,NT$249 NT$279
日本NPG 滑溜溜名湯之旅 通天閣の湯 大阪 溫泉泡湯濃縮粉,NT$249 NT$279
日本NPG 滑溜溜名湯之旅 越後の湯 新潟 溫泉泡湯濃縮粉,NT$249 NT$279
日本NPG 滑溜溜名湯之旅 沖繩の湯 沖繩 溫泉泡湯濃縮粉,NT$249 NT$279
日本NPG 滑溜溜名湯之旅 登別の湯 北海道 溫泉泡湯濃縮粉,NT$249 NT$279
日本NPG 男女合歡 泡澡入浴濃縮蜜粉 (依蘭橙香/牛奶香味),NT$220 NT$279
日本NPG HOT AROMA 溫熱按摩油 (超快感香橙/興奮度香氛),NT$790 NT$899
LILO 來樂 戴貝娜 雙10頻無線遙控伸縮抽插吮吸按摩器,NT$688
LILO 來樂 雙逗棒 內外G點10高頻爆震迷你糕潮棒,NT$299
Enjoy Love 強力雙震內外同享20頻電動按摩棒 電池款,NT$249
Enjoy Love 強力雙震內外同享20頻電動按摩棒 充電款,NT$299
PRETTY LOVE Tim 酷趣 內外雙觸擊12段頻強力震動按摩棒,NT$990
Wave浪潮 10頻雙內外震動13頻蠕動多功能高潮按摩棒,"NT$1,290"
PRETTY LOVE Tersey 澤西 4頻吸吮12頻強震潮吹按摩棒,"NT$1,190"
PRETTY LOVE Tracy 特蕾西 7頻強震大龜頭雙馬達按摩棒,"NT$1,090"
YEAIN夜樱 潮水大師 5X5蜜舌撩舔伸縮內外夾攻按摩棒 櫻花粉,"NT$1,880"
PRETTY LOVE Reese 上下伸縮 外拍強震兔耳多功能按摩棒 白,"NT$1,580"
PRETTY LOVE Alex 艾利克斯 加長加大震動吸吮舌舔按摩器 12頻強震 4頻舌擺,"NT$1,580"
PRETTY LOVE Reese 上下伸縮 外拍強震兔耳多功能按摩棒 紫,"NT$1,580"
PRETTY LOVE 魔陰響樂 雙重奏按摩棒 12頻強震 7頻擺動,"NT$1,380"
PRETTY LOVE Letitia 男女同震雙G點共振器,"NT$1,380"
日本原裝進口 覺醒體驗 10段變頻雙手指內外刷感按摩棒,"NT$1,299"
日本原裝進口 覺醒體驗 10段變頻雙手指內外觸擊按摩棒,"NT$1,299"
日本NPG QUEEN 無極微調 刺激膣壁旋轉發光震動按摩棒,"NT$1,080"
仙女棒 7頻伸縮搖擺及撩撥多功能精巧內外刺激按摩棒,NT$899
粉蝶舞浪潮 12頻旋轉震動鋼珠強力電動伸縮按摩棒,NT$899
樂活兔 多功能三方觸擊旋轉變頻震動充電按摩棒,NT$680
PRETTY LOVE Selene 塞勒涅 7頻5速雙馬達G點按摩棒,"NT$1,080"
潮吹美人魚 8迴旋X36段變頻滾珠充電式按摩棒,NT$680
淫樂蝴蝶秀 8迴旋x36段變頻滾珠伸縮充電式按摩棒,NT$680
PRETTY LOVE 希爾達 30段變頻G點雙震按摩棒 海豚灣戀人,NT$680
I love 甜心 6頻伸縮搖擺10頻震動多功能按摩棒,NT$599
JIUAI 枕邊玩物系列 小姐姐 10頻激震雙馬達G點加溫按摩棒,NT$598
潮吹神器II 8x36段變頻防水轉珠按摩棒,NT$580
LILO 來樂 艾米麗 10頻雙強震內外雙歡愉按摩棒,NT$439
海倫 10頻震顫親膚質肉感按摩棒,NT$399
黛西 10頻震顫親膚質肉感按摩棒,NT$399
日本Prime IKACEL 無極微調強弱振動G點按摩棒,NT$449
issile 快樂導彈棒 無極強震 亮彩紅,NT$129
issile 快樂導彈長棒 無極強震 亮彩紫,NT$129
Good luck 繽紛亮彩全方位刺激狼牙震動按摩棒,NT$149
Orgie BIO CHAMOMILE 洋甘菊天然有機植萃溫和潤滑液,NT$510 NT$769
pjur WOMAN Lust Intense 女性情慾提升熾烈凝膠|小辣瓶🤍PRO,"NT$1,090"
pjur WOMAN Lust 女性情慾提升凝膠|小辣瓶,NT$990
ROMP Kiss 手指吸吮愉悅器,"NT$1,490"
Satisfyer Sparkling Crystal 玻璃後庭塞,"NT$1,450"
Satisfyer Dazzling Crystal 1 雙向玻璃棒,"NT$1,450"
Satisfyer Double Crystal 雙向玻璃棒,"NT$1,450"
Satisfyer Pocket Pro 1 吸吮震動器,"NT$1,800"
Satisfyer G for Goddess 1 女神兔耳GC點棒,"NT$2,500"
