Product Name,Price
【官網限定】TENGA paiRING 配悅環 珊瑚橘+PLAY GEL [自然紅] 套組,"NT$1,800 NT$2,020 8.9折"
【官網限定】TENGA paiRING 配悅環 珊瑚橘+PLAY GEL [濃厚白] 套組,"NT$1,800 NT$2,020 8.9折"
【官網限定】TENGA paiRING 配悅環 青檸綠+PLAY GEL [刺激黑] 套組,"NT$1,800 NT$2,020 8.9折"
【官網限定】TENGA paiRING 配悅環 青檸綠+PLAY GEL [自然紅] 套組,"NT$1,800 NT$2,020 8.9折"
【官網限定】TENGA paiRING 配悅環 青檸綠+PLAY GEL [濃厚白] 套組,"NT$1,800 NT$2,020 8.9折"
【官網限定】TENGA paiRING 配悅環 深藍色+PLAY GEL [刺激黑] 套組,"NT$1,800 NT$2,020 8.9折"
【官網限定】TENGA paiRING 配悅環 深藍色+PLAY GEL [自然紅] 套組,"NT$1,800 NT$2,020 8.9折"
【官網限定】TENGA paiRING 配悅環 深藍色+PLAY GEL [濃厚白] 套組,"NT$1,800 NT$2,020 8.9折"
【官網限定】TENGA paiRING 配悅環 黑色+PLAY GEL [刺激黑] 套組,"NT$1,800 NT$2,020 8.9折"
【官網限定】TENGA paiRING 配悅環 黑色+PLAY GEL [自然紅] 套組,"NT$1,800 NT$2,020 8.9折"
【官網限定】TENGA paiRING 配悅環 黑色+PLAY GEL [濃厚白] 套組,"NT$1,800 NT$2,020 8.9折"
TENGA paiRING+ 配悅環 加強版 珊瑚橘,"NT$2,400"
TENGA paiRING+ 配悅環 加強版 青檸綠,"NT$2,400"
TENGA paiRING+ 配悅環 加強版 深藍色,"NT$2,400"
TENGA paiRING+ 配悅環 加強版 黑色,"NT$2,400"
TENGA paiRING 配悅環 珊瑚橘,"NT$1,800"
TENGA paiRING 配悅環 青檸綠,"NT$1,800"
TENGA paiRING 配悅環 深藍色,"NT$1,800"
TENGA paiRING 配悅環 黑色,"NT$1,800"
【官網限定】FLIP FLEXY 彈力對開杯+ TENGA LOTION [輕盈黑] 套組,"NT$3,050 NT$3,350 9.1折"
【官網限定】FLIP FLEXY 彈力對開杯+ TENGA LOTION [溫和白] 套組,"NT$3,050 NT$3,350 9.1折"
【官網限定】FLIP FLEXY 彈力對開杯+ TENGA LOTION [標準紅] 套組,"NT$3,050 NT$3,350 9.1折"
TENGA FLIP FLEXY,"NT$3,050"
TRAINING TETRA 腰部律動練習枕,"NT$3,800"
【官網限定】SUPER TENGA 超級杯 3入套組,NT$702 NT$780 9折
SUPER TENGA 超級杯 [METEOR SMASH/隕石轟擊],NT$260
SUPER TENGA 超級杯 [TORNADO BLAST/旋風爆擊],NT$260
SUPER TENGA 超級杯 [STORM CRASH/暴風衝擊],NT$260
和風典雅 賀歲禮盒2026,NT$500
【官網限定】TENGA FLIP 360 2款 + TENGA LOTION套組,"NT$6,210 NT$6,900 9折"
【官網限定】FLIP 360 [AURORA GREEN/極光綠] + TENGA LOTION套組,"NT$3,240 NT$3,600 9折"
【官網限定】FLIP 360 [MIDNIGHT PURPLE/午夜紫] + TENGA LOTION套組,"NT$3,240 NT$3,600 9折"
TENGA FLIP 360 [AURORA GREEN/極光綠],"NT$3,300"
TENGA FLIP 360 [MIDNIGHT PURPLE/午夜紫],"NT$3,300"
【2025 FIREBALL x TENGA 】Premium 聯名杯,NT$450
【2024 FIREBALL】TENGA 火球杯杯Hit the Peak（兩入組）,NT$500
【官網限定】GYRO ROLLER 迴炫控超值套組,"NT$4,921 NT$5,180 9.5折"
【官網限定】CUP VIBRATOR TENGA CUP 絕配震動器超值套組,"NT$3,287 NT$3,460 9.5折"
【官網限定】VACUUM GYRO ROLLER 真空迴炫控超值套組,"NT$7,980 NT$8,400 9.5折"
【官網限定】VACUUM MAX 極限真空控組合超值套組,"NT$5,586 NT$5,880 9.5折"
【官網限定】CUP WARMER 杯體加熱器超值套組,"NT$2,954 NT$3,110 9.5折"
FIT 曬月光 [MINAMOZUKI/水映月] 撫子花色＋MOIST GEL 水潤凝露 套裝,"NT$3,555 NT$3,950 9折"
FIT 曬月光 [MINAMOZUKI/水映月] 撫子花色＋SMOOTH GEL 滑潤凝露 套裝,"NT$3,555 NT$3,950 9折"
FIT 曬月光 [MIKAZUKI/心弦月] 撫子花色＋MOIST GEL 水潤凝露 套裝,"NT$3,555 NT$3,950 9折"
FIT 曬月光 [MIKAZUKI/心弦月] 撫子花色＋SMOOTH GEL 滑潤凝露 套裝,"NT$3,555 NT$3,950 9折"
FIT 曬月光 [MINAMOZUKI/水映月]＋MOIST GEL 水潤凝露 套裝,"NT$3,555 NT$3,950 9折"
FIT 曬月光 [MINAMOZUKI/水映月]＋SMOOTH GEL 滑潤凝露 套裝,"NT$3,555 NT$3,950 9折"
FIT 曬月光 [MIKAZUKI/心弦月]＋SMOOTH GEL 滑潤凝露 套裝,"NT$3,555 NT$3,950 9折"
FIT 曬月光 [MIKAZUKI/心弦月]＋MOIST GEL 水潤凝露 套裝,"NT$3,555 NT$3,950 9折"
FIT+ 潮汐 [AONAMI/青波]＋MOIST GEL 水潤凝露 套裝,"NT$4,365 NT$4,850 9折"
FIT+ 潮汐 [AONAMI/青波]＋SMOOTH GEL 滑潤凝露 套裝,"NT$4,365 NT$4,850 9折"
LOVE ME TENGA 短袖T恤 台灣限定彩虹款,NT$750
RAINBOW PRIDE CUP 彩虹驕傲杯 23屆遊行台灣限定款,NT$195
iroha FIT+ 潮汐 [AONAMI/青波],"NT$4,500"
POCKET TENGA 口袋包 COMPLETE SET(30入組),"NT$1,780 NT$2,100 8.5折"
TENGA CUP 強韌版 9款套組,"NT$1,760 NT$2,080 8.5折"
TENGA CUP 柔嫩版 9款套組,"NT$1,760 NT$2,080 8.5折"
TENGA CUP 標準版 12款套組,"NT$2,280 NT$2,685 8.5折"
【宅配限定】TENGA CUP 買55送15超值套組,"NT$8,550 NT$11,475 7.5折"
【宅配限定】TENGA CUP 尊爵版 25入套組,"NT$4,780 NT$5,625 8.5折"
【宅配限定】TENGA CUP 經典版 25入套組,"NT$4,140 NT$4,875 8.5折"
TENGA EGG VARIETY PACK - STANDARD 彈嫩系列 [彈嫩綜合蛋(6入)],NT$780
TENGA EGG STANDARD 彈嫩系列 [3入綜合包 B款],NT$390
TENGA EGG STANDARD 彈嫩系列 [3入綜合包 A款],NT$390
TENGA EGG [SILKY/絲綢],NT$130
TENGA EGG [BOUNCY/蹦球],NT$130
TENGA EGG [TWISTER/旋繞],NT$130
TENGA EGG [CUBIE/方塊],NT$130
TENGA EGG [STARRY/星耀],NT$130
TENGA EGG [WAVY/波浪],NT$130
TENGA EXPRESS 帽子 深藍色,NT$680
Self-Pleasure 帽子 紅色,NT$680
TENGA 造型地毯,NT$750
LOVE ME TENGA 變形圖文T恤 黑色,NT$750
LOVE ME TENGA 變形圖文T恤 白色,NT$750
TENGA EXPRESS T恤 深藍色,NT$750
TENGA EXPRESS T恤 白色,NT$750
漫畫太郎聯名款 DOKUMI 短袖T恤 黑,NT$900
TENGA AIR-TECH SQUEEZE 擠壓氣炫杯 [GENTLE/柔軟白],"NT$1,080"
iroha koharu 春之蓓蕾 [SUIREN/紫蓮],NT$750
FLIP ZERO GRAVITY EV [電動型 高彈黑] + TENGA LOTION 3款套組,"NT$6,080 NT$6,400 9.5折"
FLIP ZERO GRAVITY EV [電動型 高彈黑] + TENGA LOTION套組,"NT$5,510 NT$5,800 9.5折"
FLIP ZERO GRAVITY EV [電動型 細緻白] + TENGA LOTION 3款套組,"NT$6,080 NT$6,400 9.5折"
FLIP ZERO GRAVITY EV [電動型 細緻白] + TENGA LOTION套組,"NT$5,510 NT$5,800 9.5折"
Puffy 悠柔杯 [Strawberry Pink/圓柔粉] + TENGA LOTION套組,"NT$1,900 NT$2,000 9.5折"
Puffy 悠柔杯 [Custard Yellow/旋柔黃] + TENGA LOTION套組,"NT$1,900 NT$2,000 9.5折"
Puffy 悠柔杯 [Sugar White/細粒白] + TENGA LOTION套組,"NT$1,900 NT$2,000 9.5折"
Puffy 悠柔杯 [Mint Green/球體綠] + TENGA LOTION套組,"NT$1,900 NT$2,000 9.5折"
Puffy 悠柔杯 [Latte Brown/波浪棕] + TENGA LOTION套組,"NT$1,900 NT$2,000 9.5折"
TENGA PLAY GEL 共趣潤滑液 [DIRECT FEEL/刺激黑] 3入組,NT$627 NT$660 9.5折
TENGA PLAY GEL 共趣潤滑液 [NATURAL WET/自然紅] 3入組,NT$627 NT$660 9.5折
TENGA PLAY GEL 共趣潤滑液 [RICH AQUA/濃厚白] 3入組,NT$627 NT$660 9.5折
TENGA VACUUM GYRO ROLLER 真空迴炫控,"NT$6,900"
iroha FIT 曬月光 [MINAMOZUKI/水映月] 撫子花色,"NT$3,600"
iroha FIT 曬月光 [MIKAZUKI/心弦月] 撫子花色,"NT$3,600"
iroha FIT 曬月光 [MINAMOZUKI/水映月],"NT$3,600"
iroha FIT 曬月光 [MIKAZUKI/心弦月],"NT$3,600"
TENGA 大人杯袋 (TENGA CUP 真空杯 + 袋子）,NT$390
【官網限定】FLIP ORB PASTAIO 2款 + TENGA LOTION 3款套組,"NT$3,588 NT$3,900 9.2折"
【官網限定】FLIP ORB PASTAIO [SUNSET ORANGE/夕陽橙] + TENGA LOTION 3款套組,"NT$2,280 NT$2,400 9.5折"
【官網限定】FLIP ORB PASTAIO [OCEAN BLUE/海洋藍] + TENGA LOTION 3款套組,"NT$2,280 NT$2,400 9.5折"
FLIP ORB PASTAIO [SUNSET ORANGE/夕陽橙] + TENGA LOTION套組,"NT$1,710 NT$1,800 9.5折"
FLIP ORB PASTAIO [OCEAN BLUE/海洋藍] + TENGA LOTION套組,"NT$1,710 NT$1,800 9.5折"
ARTE 織紋杯 2款 + TENGA LOTION 紅,"NT$1,425 NT$1,500 9.5折"
ARTE 織紋杯 2款 + TENGA LOTION 3款套組,"NT$1,995 NT$2,100 9.5折"
ARTE 織紋杯 [DRAPE/流線紫] + TENGA LOTION套組,NT$855 NT$900 9.5折
ARTE 織紋杯 [TWEED/厚磅黃] + TENGA LOTION套組,NT$855 NT$900 9.5折
SPINNER DX 極上迴旋杯 3款 + TENGA LOTION 3款套組,"NT$2,907 NT$3,060 9.5折"
SPINNER DX 極上迴旋杯 3款 + TENGA LOTION套組,"NT$2,337 NT$2,460 9.5折"
SPINNER DX 極上迴旋杯 [STEPS / 巨齒輪] + TENGA LOTION套組,"NT$969 NT$1,020 9.5折"
SPINNER DX 極上迴旋杯 [BUMPS / 蛇龍卷] + TENGA LOTION套組,"NT$969 NT$1,020 9.5折"
SPINNER DX 極上迴旋杯 [DROPS / 翻騰球] + TENGA LOTION套組,"NT$969 NT$1,020 9.5折"
TENGA 造型眼罩,NT$390
TENGA 大人T恤 黑色,NT$750
TENGA 大人T恤 白色,NT$750
TENGA SPINNER DX 極上迴旋杯 [STEPS / 巨齒輪],NT$720
TENGA SPINNER DX 極上迴旋杯 [BUMPS / 蛇龍卷],NT$720
TENGA SPINNER DX 極上迴旋杯 [DROPS / 翻騰球],NT$720
TENGA CUP VIBRATOR 絕配震動器,"NT$2,200"
iroha SVR PLUS 巧振環 加強版 [Coral Pink/珊瑚粉],"NT$1,575 NT$2,100 7.5折"
TNG 大學LOGO風連帽上衣(黑),"NT$1,450"
TNG 大學LOGO風連帽上衣(灰),"NT$1,450"
TENGA ARTE 織紋杯 [DRAPE/流線紫],NT$600
TENGA ARTE 織紋杯 [TWEED/厚磅黃],NT$600
【官網限定】冬季一次性超值保暖組,"NT$3,664 NT$4,580 8折"
TENGA Puffy 2種＋TENGA LOTION 2種套組,"NT$3,800 NT$4,000 9.5折"
iroha RIN+ 凜漾風情 [MOMOSANGO/珊瑚],"NT$1,890"
iroha RIN+ 凜漾風情 [UMEHISUI/翡翠],"NT$1,890"
【官網限定】極致刺激體驗組（附便利小禮）,"NT$10,000 NT$14,880 6.7折"
TNG 大學LOGO風T恤 墨黑,NT$750
TNG 大學LOGO風T恤 白,NT$750
TENGA Hearts愛心印圖T恤 墨黑,NT$750
TENGA Hearts愛心圖案T恤 白,NT$750
【TENGA × bob a.k.a enchan】PLAY GAME 短袖T恤 煙燻黑,"NT$1,180"
【TENGA × bob a.k.a enchan】PLAY GAME 短袖T恤 白,NT$799
TENGA 紀念品風格印花T恤 黑,"NT$1,350"
TENGA EGG [SHINY II/艷陽] 彩虹驕傲版,NT$130
iroha INTIMATE WASH【FOAM TYPE / 泡沫型】依柔華泡沫私密沐浴乳《香甜柑橘》,NT$450
TENGA LOTION 新杯趣專用潤滑液 補充瓶 [白紅黑綜合] 3入套組,NT$684 NT$720 9.5折
TENGA LOTION 新杯趣專用潤滑液 庫存補充組 (1瓶潤滑液+2瓶補充瓶) [Light/輕盈黑],NT$741 NT$780 9.5折
TENGA LOTION 新杯趣專用潤滑液 庫存補充組 (1瓶潤滑液+2瓶補充瓶) [Regular/標準紅],NT$741 NT$780 9.5折
TENGA LOTION 新杯趣專用潤滑液 庫存補充組 (1瓶潤滑液+2瓶補充瓶) [Mild/溫和白],NT$741 NT$780 9.5折
TENGA LOTION 新杯趣專用潤滑液 補充瓶 [Light/輕盈黑],NT$240
TENGA LOTION 新杯趣專用潤滑液 補充瓶 [Regular/標準紅],NT$240
TENGA LOTION 新杯趣專用潤滑液 補充瓶 [Mild/溫和白],NT$240
TENGA Puffy 悠柔杯 [Strawberry Pink/圓柔粉],"NT$1,700"
TENGA Puffy 悠柔杯 [Custard Yellow/旋柔黃],"NT$1,700"
RIPNDIP×TENGA 聯名限量經典杯 無孔BLUE,NT$530
RIPNDIP×TENGA 聯名限量經典杯 將心比心,NT$530
TENGA 口袋漁夫帽,NT$810
限購一次 任你選TENGA初次體驗組,"NT$550 ~ NT$1,450"
iroha stick 秀姿態 [玫紅色],NT$450
極致享受 iroha mai 水舞樂 [RURI/琉璃藍] 聲波振動的3件套裝產品,"NT$4,299 NT$4,600 9.4折"
iroha mai 水舞樂 [RURI/琉璃藍],"NT$3,990"
iroha koharu 春之蓓蕾 [HINATSUBOMI/黃蕾]＋iroha SMOOTH GEL 滑潤凝露 套裝,"NT$900 NT$1,000 9折"
iroha koharu 春之蓓蕾 [BENITSUBOMI/粉蕾]＋iroha SMOOTH GEL 滑潤凝露 套裝,"NT$900 NT$1,000 9折"
iroha koharu 春之蓓蕾 [HINATSUBOMI/黃蕾],NT$650
iroha koharu 春之蓓蕾 [BENITSUBOMI/粉蕾],NT$650
iroha petit 超值4種套裝組,NT$684 NT$720 9.5折
iroha petit 晶瑩悠活 [CORAL/珊瑚],NT$180
TENGA方巾 DOKUMI,NT$220
TENGA方巾 20 CUPS,NT$220
TENGA方巾 CHERRY,NT$220
TENGA方巾 BRIGHT,NT$220
TENGA CUP印花四角褲 黑色,NT$480
TENGA CUP印花四角褲 紅色,NT$480
漫☆畫太郎×TENGA 彩色文字DOKUMI 長袖T恤 灰,"NT$1,350"
漫☆畫太郎×TENGA 彩色文字DOKUMI 長袖T恤 白,"NT$1,350"
TENGA章魚長袖T恤 黑,NT$960
TENGA章魚長袖T恤 白,NT$960
TENGA Brand Logo 短袖T恤 白色,NT$750
iroha SMOOTH GEL 滑潤凝露,NT$350
iroha+ 悅自己 撫子花色 [YORUKUJIRA/夜東鯨],"NT$3,000"
iroha+ 悅自己 撫子花色 [KUSHINEZUMI/春日梳],"NT$3,000"
iroha+ 悅自己 撫子花色 [RINGOTORI/楓麗鷗],"NT$3,000"
iroha+ 悅自己 [YORUKUJIRA/夜東鯨],"NT$3,000"
iroha+ 悅自己 [KUSHINEZUMI/春日梳],"NT$3,000"
iroha+ 悅自己 [RINGOTORI/楓麗鷗],"NT$3,000"
TENGA FLIP ORB PASTAIO [SUNSET ORANGE/夕陽橙],"NT$1,500"
TENGA FLIP ORB PASTAIO [OCEAN BLUE/海洋藍],"NT$1,500"
TENGA LOTION 新杯趣專用潤滑液 3入組合包 (白紅黑）,NT$855 NT$900 9.5折
TENGA LOTION 新杯趣專用潤滑液 [Light/輕盈黑]3入,NT$855 NT$900 9.5折
TENGA LOTION 新杯趣專用潤滑液 [Regular/標準紅]]3入,NT$855 NT$900 9.5折
TENGA LOTION 新杯趣專用潤滑液 [Mild/溫和白] 3入套組,NT$855 NT$900 9.5折
TENGA LOTION 新杯趣專用潤滑液 [Light/輕盈黑],NT$300
TENGA LOTION 新杯趣專用潤滑液 [Regular/標準紅],NT$300
TENGA LOTION 新杯趣專用潤滑液 [Mild/溫和白],NT$300
超值9999元驚喜福袋,"NT$9,999 NT$15,000 6.7折"
超值5999元驚喜福袋,"NT$5,999 NT$8,500 7.1折"
超值3999元驚喜福袋,"NT$3,999 NT$5,500 7.3折"
超值2999元驚喜福袋,"NT$2,999 NT$4,000 7.5折"
超值1999元驚喜福袋,"NT$1,999 NT$2,500 8折"
超值999元驚喜福袋,"NT$999 NT$1,200 8.3折"
TENGA UNI 由你隨行套 綜合包,NT$720
TENGA UNI EMERALD 綠寶石,NT$180
TENGA UNI DIAMOND 耀鑽石,NT$180
TENGA UNI TOPAZ 黃寶石,NT$180
TENGA UNI AMETHYST 紫晶石,NT$180
iroha AROMA MIST 芳香噴霧 [SENSUAL YLANG YLANG / 浪漫依蘭花香],NT$378 NT$540 7折
iroha AROMA MIST 芳香噴霧 [RELAX CHAMOMILE / 舒悅洋甘菊香],NT$378 NT$540 7折
iroha SVR 巧振環 [KASUMI/曙光藍],"NT$1,490 NT$1,990 7.5折"
TENGA EGG HARD 堅挺系列 [HARD GEL PACKAGE/新堅挺綜合蛋(6入)],NT$780
TENGA EGG GEAR [GEAR/齒輪],NT$130
TENGA EGG MISTY II [MISTY II/雲霧],NT$130
TENGA EGG CONE [CONE/尖椎],NT$130
TENGA EGG COMBO [COMBO/連環],NT$130
TENGA EGG SHINY II [SHINY II/艷陽],NT$130
TENGA EGG SPIRAL [SPIRAL/螺旋],NT$130
VACUUM TENGA 真空控絕配杯,NT$250
TENGA VACUUM MAX 極限真空控組合,"NT$4,380"
TENGA PLAY GEL 共趣潤滑液 3入組合包 (紅白黑),NT$627 NT$660 9.5折
iroha ITEM CLEANER 泡沫式用具清潔保養劑,NT$260
TENGA PLAY GEL 共趣潤滑液 [DIRECT FEEL/刺激黑],NT$220
TENGA PLAY GEL 共趣潤滑液 [NATURAL WET/自然紅],NT$220
TENGA PLAY GEL 共趣潤滑液 [RICH AQUA/濃厚白],NT$220
iroha nadeshiko 撫子花色 [HINAZAKURA/雛見櫻],"NT$2,300"
iroha nadeshiko 撫子花色 [HANAMIDORI/草月流],"NT$2,300"
iroha nadeshiko 撫子花色 [YUKIDARUMA/小雪姬],"NT$2,300"
iroha 愛自己 [HINAZAKURA/雛見櫻],"NT$2,300"
iroha 愛自己 [HANAMIDORI/草月流],"NT$2,300"
iroha 愛自己 [YUKIDARUMA/小雪姬],"NT$2,300"
TENGA FLIP 0 (ZERO) GRAVITY [ELECTRONIC VIBRATION BLACK/電動型 高彈黑],"NT$5,500"
TENGA FLIP 0 (ZERO) GRAVITY [ELECTRONIC VIBRATION/電動型 細緻白],"NT$5,500"
iroha 愛自己 nadeshiko 撫子花色 [HANAMIDORI/草月流]（前代經典款）,"NT$1,490 NT$2,500 6折"
TENGA Puffy 3種＋TENGA LOTION 2種套組,"NT$5,415 NT$5,700 9.5折"
TENGA Puffy 悠柔杯 [Sugar White/細粒白],"NT$1,700"
TENGA Puffy 悠柔杯 [Mint Green/球體綠],"NT$1,700"
TENGA Puffy 悠柔杯 [Latte Brown/波浪棕],"NT$1,700"
iroha mai 水舞樂 [TOKI/朱鷺紅],"NT$3,990"
iroha mai 水舞樂 [TSURU/雪鶴白],"NT$3,990"
iroha 依柔華泡沫私密沐浴乳《大馬士革薔薇&amp;amp;洋葵香》,NT$450
Fruits and TENGA 休閒長袖上衣 黑,"NT$1,690"
Fruits and TENGA 休閒長袖上衣 綠,"NT$1,690"
LOVE ME TENGA 休閒長袖上衣 白,"NT$1,090"
LOVE ME TENGA 休閒連帽長袖上衣 黑,"NT$1,490"
TENGA Cherry 長袖T恤 黑,NT$990
TENGA Cherry 長袖T恤 白,NT$990
TENGA CUP 超人氣經典組,NT$603 NT$635 9.5折
iroha INTIMATE DEO REFRESH 依柔華私密爽身噴霧,NT$399
iroha INTIMATE TRIAL SET 私密呵護體驗組合,NT$499
iroha SVR 巧振環 [Very Peri/莓果紫],"NT$1,125 NT$1,500 7.5折"
iroha SVR 巧振環 [Coral Pink/珊瑚粉],"NT$1,125 NT$1,500 7.5折"
TENGA CUP WARMER 杯體加熱器 + PREMIUM TENGA 尊爵真空杯套裝,"NT$2,399 NT$2,525 9.5折"
TENGA CUP WARMER 杯體加熱器 + TENGA CUP真空杯套裝,"NT$2,313 NT$2,435 9.5折"
TENGA LOGO徽章,NT$150
TENGA FLIP 0 (ZERO) [ELECTRONIC VIBROTATION/勁炫黑&amp;amp;旋轉震動器]+TENGA LOTION 2種套組,"NT$9,880 NT$10,400 9.5折"
TENGA FLIP 0 (ZERO) [ELECTRONIC VIBROTATION/勁炫黑&amp;amp;旋轉震動器],"NT$9,800"
TENGA CUP 真空杯 [EXTRA HARD/極韌版],NT$225
TENGA CUP 真空杯 [EXTRA SOFT/極嫩版],NT$225
TENGA CUP 強韌版 5入套組,"NT$1,097 NT$1,155 9.5折"
TENGA CUP 柔嫩版 5入套組,"NT$1,097 NT$1,155 9.5折"
TENGA CUP 氣墊杯 [強韌版],NT$245
TENGA CUP 氣墊杯 [柔嫩版],NT$245
TENGA CUP 柔韌雙重杯,NT$265
iroha VIO TREATMENT MILK 依柔華私密護膚乳液,NT$480
TENGA SVR ONE 巧振扣 [GRAY/城市灰],NT$500
TENGA SVR ONE 巧振扣 [BLUE/天空藍],NT$500
TENGA BOBBLE 2種＋TENGA LOTION套組,"NT$1,425 NT$1,500 9.5折"
TENGA Bobble 跳動杯 [Magic Marbles/魔力珠],NT$600
TENGA Bobble 跳動杯 [Crazy Cubes/瘋狂磚],NT$600
MOOVA2種 + TENGA LOTION套組,"NT$1,805 NT$1,900 9.5折"
TENGA MOOVA 扭霸杯 [FIZZY GREEN/蘇打綠],NT$800
TENGA MOOVA 扭霸杯 [BUBBLY BLUE/氣泡藍],NT$800
TENGA Cherry 短袖T恤,NT$750
TENGA FLIP 0 (ZERO)+TENGA LOTION 2種套組,"NT$5,320 NT$5,600 9.5折"
TENGA FLIP 0 (ZERO) GRAVITY+TENGA LOTION 2種套組,"NT$5,320 NT$5,600 9.5折"
TENGA FLIP 0 (ZERO) GRAVITY [BLACK/高彈黑]+TENGA LOTION 3種類,"NT$3,230 NT$3,400 9.5折"
TENGA FLIP 0 (ZERO) GRAVITY [BLACK/高彈黑]+TENGA LOTION 杯趣專用潤滑液[Regular/標準紅],"NT$2,660 NT$2,800 9.5折"
TENGA FLIP 0 (ZERO) GRAVITY [WHITE/細緻白]+TENGA LOTION 3種類,"NT$3,230 NT$3,400 9.5折"
TENGA FLIP 0 (ZERO) GRAVITY [WHITE/細緻白]+TENGA LOTION 杯趣專用潤滑液[Regular/標準紅],"NT$2,660 NT$2,800 9.5折"
VACUUM GYRO ROLLER 專用變壓器,NT$100
TENGA FLIP 0 (ZERO) GRAVITY [BLACK/高彈黑],"NT$2,500"
TENGA FLIP 0 (ZERO) GRAVITY [WHITE/細緻白],"NT$2,500"
黑TENGA完全體驗套裝,NT$598 NT$630 9.5折
白TENGA完全體驗套裝,NT$598 NT$630 9.5折
紅TENGA完全體驗套裝,NT$550 NT$580 9.5折
SD TENGA 巔峰真空杯 3入套組,NT$517 NT$545 9.5折
U.S.TENGA 加大真空杯 3入套組,NT$750 NT$790 9.5折
SD TENGA 巔峰真空杯 [強韌版],NT$185
SD TENGA 巔峰真空杯 [柔嫩版],NT$185
SD TENGA 巔峰真空杯,NT$175
U.S.TENGA 加大真空杯 [強韌版],NT$270
U.S.TENGA 加大真空杯 [柔嫩版],NT$270
